Customer,Segment,Primary_Rep,Net_Revenue,Total_Invoice_Revenue,Total_Credits,Num_Orders,Avg_Order_Value,Median_Order_Value,Total_Hats_Ordered,Avg_Hats_Per_Order,First_Order_Date,Last_Order_Date,Days_Since_Last_Order,Account_Age_Days,Avg_Days_Between_Orders,Monthly_Revenue,Monthly_Hats,Daily_Hat_Velocity,Days_To_50pct,Recommended_Visit_Days,Hard_Deadline_Days,Next_Visit_Date,Urgency
Fast Stop #1122,D - Low & Slow,Unassigned,6639.0,7371.0,-732.0,9,819.0,960.0,621,69.0,2025-04-15,2025-09-30,129,297,21.0,680.4416161616163,63.647272727272735,3.2857142857142856,31.65217391304348,25.0,32.0,2025-10-25,OVERDUE
Arminens Gas LLC,D - Low & Slow,Andy Coon,6403.5,6864.0,-460.5,10,686.4,624.0,578,57.8,2025-04-07,2026-01-29,8,305,33.0,639.0902950819673,57.686295081967216,1.7515151515151515,59.377162629757784,47.0,59.0,2026-03-17,Upcoming (1-2 months)
Town Pump - Ennis #1 - 2200-1187,D - Low & Slow,Unassigned,6000.0,6000.0,0.0,8,750.0,636.0,506,63.25,2025-06-06,2026-01-29,8,245,33.857142857142854,745.469387755102,62.867918367346945,1.868143459915612,55.67024280067758,44.0,56.0,2026-03-14,Upcoming (1-2 months)
Steamboat Ace Hardware,D - Low & Slow,Andy Coon,5964.0,5964.0,0.0,7,852.0,672.0,504,72.0,2025-04-04,2026-01-30,7,308,50.166666666666664,589.4290909090909,49.81090909090909,1.435215946843854,72.46296296296296,58.0,72.0,2026-03-29,Upcoming (1-2 months)
Madison Foods,D - Low & Slow,Lamar Helm,5952.0,6360.0,-408.0,7,908.5714285714286,768.0,536,76.57142857142857,2025-04-16,2025-10-21,108,296,31.333333333333332,612.0908108108108,55.12108108108108,2.4437689969604866,42.557213930348254,34.0,43.0,2025-11-24,OVERDUE
Grocery Outlet - Spokane Valley,D - Low & Slow,Unassigned,5759.5,5812.0,-52.5,7,830.2857142857143,454.0,489,69.85714285714286,2025-04-11,2025-12-10,58,301,40.5,582.4557475083056,49.45235880398671,1.7248677248677249,60.29447852760736,48.0,60.0,2026-01-27,OVERDUE
Lancaster Market,D - Low & Slow,Ann Wheelock,5739.0,6108.0,-369.0,10,610.8,624.0,515,51.5,2025-04-08,2025-12-01,67,304,26.333333333333332,574.6551315789474,51.56776315789474,1.9556962025316456,53.17799352750809,42.0,53.0,2026-01-12,OVERDUE
Essential Fuels #1,D - Low & Slow,Unassigned,5484.0,6480.0,-996.0,9,720.0,672.0,545,60.55555555555556,2025-05-27,2026-01-29,8,255,30.875,654.6390588235295,65.05803921568628,1.9613135402609088,53.02568807339449,42.0,53.0,2026-03-12,Upcoming (1-2 months)
Kellys Sunset Convenience Store,D - Low & Slow,Unassigned,5412.0,5412.0,0.0,7,773.1428571428571,480.0,455,65.0,2025-04-02,2026-01-06,31,310,46.5,531.4234838709677,44.678064516129034,1.3978494623655915,74.39999999999999,59.0,74.0,2026-03-06,Soon (2-4 weeks)
Town Pump - Laurel #3,D - Low & Slow,Unassigned,5352.0,5352.0,0.0,6,892.0,654.0,450,75.0,2025-05-16,2026-01-29,8,266,51.6,612.461954887218,51.49624060150376,1.4534883720930232,71.552,57.0,72.0,2026-03-27,Upcoming (1-2 months)
Town Pump - Bozeman #10 - 5402-1098,D - Low & Slow,Unassigned,5106.0,5622.0,-516.0,7,803.1428571428571,828.0,474,67.71428571428571,2025-05-14,2025-12-03,65,268,33.833333333333336,579.9501492537313,53.837910447761196,2.001407459535538,51.9634317862166,41.0,52.0,2026-01-13,OVERDUE
Town Pump #1244 Havre,D - Low & Slow,Unassigned,5098.0,5098.0,0.0,7,728.2857142857143,576.0,430,61.42857142857143,2025-06-13,2026-02-03,3,238,39.166666666666664,652.0299159663866,54.996638655462185,1.56838905775076,66.31007751937985,53.0,66.0,2026-03-28,Upcoming (1-2 months)
Town Pump - East Helena,D - Low & Slow,Unassigned,4968.0,4968.0,0.0,6,828.0,606.0,418,69.66666666666667,2025-05-07,2026-01-29,8,275,53.4,549.9124363636364,46.268800000000006,1.3046192259675407,79.71674641148324,64.0,80.0,2026-04-03,Upcoming (1-2 months)
Grocery Outlet - Elma,D - Low & Slow,Unassigned,4867.0,4867.0,0.0,5,973.4,908.0,410,82.0,2025-04-08,2025-10-06,123,304,45.25,487.3403947368421,41.05394736842105,1.8121546961325967,57.390243902439025,46.0,57.0,2025-11-21,OVERDUE
Mountain High Grocery,D - Low & Slow,Elijah Benedick,4848.0,4848.0,0.0,6,808.0,852.0,409,68.16666666666667,2025-05-14,2025-11-25,73,268,39.0,550.6459701492537,46.455074626865674,1.747863247863248,59.501222493887525,47.0,60.0,2026-01-11,OVERDUE
Three Mile Corner Store,D - Low & Slow,Ann Wheelock,4776.0,5064.0,-288.0,7,723.4285714285714,480.0,425,60.714285714285715,2025-06-16,2025-12-23,45,235,31.666666666666668,618.644425531915,55.05106382978724,1.9172932330827068,54.24313725490196,43.0,54.0,2026-02-04,OVERDUE
Grocery Outlet - Yreka,D - Low & Slow,Unassigned,4726.4,4726.4,0.0,7,675.1999999999999,544.8,399,57.0,2025-04-02,2025-12-22,46,310,44.0,464.10198709677417,39.17922580645161,1.2954545454545454,80.28070175438597,64.0,80.0,2026-02-24,Soon (2-4 weeks)
Victor's Market,D - Low & Slow,Lamar Helm,4716.0,4716.0,0.0,7,673.7142857142857,672.0,397,56.714285714285715,2025-04-04,2025-12-03,65,308,40.5,466.08779220779223,39.23597402597402,1.400352733686067,74.26700251889169,59.0,74.0,2026-01-31,OVERDUE
Broulim's Driggs,D - Low & Slow,Unassigned,4704.0,4992.0,-288.0,6,832.0,828.0,421,70.16666666666667,2025-04-03,2026-01-22,15,309,58.8,463.3972815533981,41.473268608414244,1.1933106575963721,87.15249406175771,70.0,87.0,2026-04-02,Upcoming (1-2 months)
Good2Go #202,D - Low & Slow,Unassigned,4584.0,4584.0,0.0,6,764.0,732.0,386,64.33333333333333,2025-04-28,2026-01-08,29,284,51.0,491.32732394366195,41.37267605633803,1.261437908496732,82.44559585492229,66.0,82.0,2026-03-15,Upcoming (1-2 months)
Grocery Outlet - Eugene,D - Low & Slow,Unassigned,4494.799999999999,4898.9,-404.1,6,816.4833333333332,635.6,413,68.83333333333333,2025-04-04,2025-09-26,133,308,35.0,444.2263376623376,40.81727272727273,1.9666666666666666,52.88135593220339,42.0,53.0,2025-11-07,OVERDUE
Country Lane Conoco Gas & Grocery,D - Low & Slow,Lamar Helm,4494.0,5022.0,-528.0,7,717.4285714285714,768.0,424,60.57142857142857,2025-04-08,2026-01-20,17,304,47.833333333333336,449.9913157894737,42.45578947368421,1.2663016426082627,82.12893081761007,66.0,82.0,2026-03-27,Upcoming (1-2 months)
44 Degrees North,D - Low & Slow,Unassigned,4488.0,4488.0,0.0,5,897.6,576.0,378,75.6,2025-04-25,2025-10-03,126,287,40.25,476.0094773519164,40.09170731707317,1.8782608695652172,55.370370370370374,44.0,55.0,2025-11-16,OVERDUE
Town Pump - Lewistown #1 - 3000-1294,D - Low & Slow,Unassigned,4488.0,4488.0,0.0,6,748.0,702.0,378,63.0,2025-06-24,2026-01-29,8,227,43.8,601.8269603524229,50.68863436123348,1.4383561643835618,72.30476190476189,58.0,72.0,2026-03-28,Upcoming (1-2 months)
Star Mercantile,D - Low & Slow,Bobbi Marshall,4380.0,4380.0,0.0,6,730.0,768.0,370,61.666666666666664,2025-05-21,2026-01-14,23,261,47.6,510.83218390804603,43.152490421455944,1.295518207282913,80.27675675675677,64.0,80.0,2026-03-19,Upcoming (1-2 months)
Conoco Big Sky,D - Low & Slow,Lamar Helm,4236.0,4440.0,-204.0,6,740.0,636.0,376,62.666666666666664,2025-05-21,2026-01-22,15,261,49.2,494.03770114942535,43.85226053639847,1.273712737127371,81.65106382978725,65.0,82.0,2026-03-28,Upcoming (1-2 months)
Crow Nation Express,D - Low & Slow,Lamar Helm,4164.0,4164.0,0.0,4,1041.0,942.0,351,87.75,2025-04-15,2025-12-01,67,297,76.66666666666667,426.7749494949495,35.974545454545456,1.1445652173913043,90.8641975308642,73.0,91.0,2026-02-12,Urgent (< 2 weeks)
Grocery Outlet - Downtown Spokane,D - Low & Slow,Unassigned,4106.549999999999,4315.4,-208.85,6,719.2333333333332,544.8,364,60.666666666666664,2025-04-02,2026-01-02,35,310,55.0,403.2367161290322,35.742451612903224,1.103030303030303,94.28571428571429,75.0,94.0,2026-03-18,Upcoming (1-2 months)
Valley Wide - Meridian,D - Low & Slow,Unassigned,4020.0,4020.0,0.0,4,1005.0,1038.0,338,84.5,2025-04-08,2025-12-09,59,304,81.66666666666667,402.52894736842103,33.84447368421053,1.0346938775510204,100.51282051282051,80.0,101.0,2026-02-27,Soon (2-4 weeks)
Ace Hardware-Star #457-036,D - Low & Slow,Unassigned,3922.2999999999993,4721.099999999999,-798.8,7,674.4428571428571,454.0,398,56.857142857142854,2025-04-16,2026-01-20,17,296,46.5,403.3608513513513,40.92945945945946,1.2227342549923195,85.05527638190955,68.0,85.0,2026-03-29,Upcoming (1-2 months)
Broulim's Montpelier,D - Low & Slow,Unassigned,3889.5,4404.0,-514.5,5,880.8,828.0,370,74.0,2025-04-03,2025-12-02,66,309,60.75,383.15980582524276,36.44919093851133,1.2181069958847737,85.37837837837837,68.0,85.0,2026-02-08,Urgent (< 2 weeks)
Fast Gas #12,D - Low & Slow,Unassigned,3888.0,3936.0,-48.0,4,984.0,624.0,332,83.0,2025-05-23,2026-01-23,14,259,81.66666666666667,456.9525868725869,39.0196138996139,1.0163265306122449,102.32931726907631,82.0,102.0,2026-04-15,On Track
Town Pump - Bozeman #7 - 7002-1092,D - Low & Slow,Unassigned,3864.0,3864.0,0.0,6,644.0,582.0,325,54.166666666666664,2025-04-03,2025-12-01,67,309,48.4,380.6477669902913,32.016181229773466,1.1191460055096418,92.928,74.0,93.0,2026-02-13,Urgent (< 2 weeks)
Fast Stop #1109,D - Low & Slow,Unassigned,3858.0,4128.0,-270.0,6,688.0,624.0,349,58.166666666666664,2025-04-04,2026-01-19,18,308,58.0,381.29064935064935,34.492077922077925,1.0028735632183907,103.70200573065904,83.0,104.0,2026-04-12,On Track
Parkland #80231,D - Low & Slow,Unassigned,3840.0,3840.0,0.0,4,960.0,1068.0,323,80.75,2025-04-04,2025-11-14,84,308,74.66666666666667,379.5116883116883,31.922467532467532,1.0814732142857142,96.16511867905058,77.0,96.0,2026-01-30,OVERDUE
Shell Foodmart  #102,D - Low & Slow,Merlin Gleed,3840.0,3936.0,-96.0,5,787.2,672.0,331,66.2,2025-06-27,2025-11-03,95,224,32.25,521.8285714285714,44.980535714285715,2.0527131782945736,50.664652567975835,40.0,51.0,2025-12-13,OVERDUE
Mountain View Co-op,D - Low & Slow,Lamar Helm,3828.0,4116.0,-288.0,5,823.2,828.0,347,69.4,2025-04-04,2025-12-03,65,308,60.75,378.3257142857143,34.29441558441558,1.1423868312757202,91.03746397694525,73.0,91.0,2026-02-14,Urgent (< 2 weeks)
Fast Stop #1131,D - Low & Slow,Unassigned,3804.0,3804.0,0.0,5,760.8,828.0,321,64.2,2025-06-09,2026-01-09,28,242,53.5,478.486611570248,40.37702479338843,1.2,86.66666666666667,69.0,87.0,2026-03-19,Upcoming (1-2 months)
Town Pump Whitehall #1,D - Low & Slow,Unassigned,3804.0,3804.0,0.0,6,634.0,576.0,321,53.5,2025-07-07,2025-11-19,79,214,27.0,541.0923364485982,45.660000000000004,1.9814814814814814,52.48598130841122,42.0,52.0,2025-12-31,OVERDUE
Town Pump Butte #2,D - Low & Slow,Unassigned,3781.5,4044.0,-262.5,5,808.8,768.0,341,68.2,2025-04-25,2025-11-11,87,287,50.0,401.0761672473868,36.16738675958189,1.364,76.24633431085043,61.0,76.0,2026-01-11,OVERDUE
Barneys Harvest Foods - Orofino,D - Low & Slow,Decker Larson,3778.5,4524.0,-745.5,5,904.8,768.0,383,76.6,2025-04-25,2025-12-15,53,287,58.5,400.7579790940767,40.62202090592335,1.3094017094017094,79.42558746736292,63.0,79.0,2026-02-16,Urgent (< 2 weeks)
Robin's Roost-Sam Patch Co. Grocer and Sundries,D - Low & Slow,Lamar Helm,3744.0,3744.0,0.0,7,534.8571428571429,480.0,315,45.0,2025-07-21,2025-10-06,123,200,12.833333333333334,569.8368,47.943000000000005,3.5064935064935066,29.659259259259258,24.0,30.0,2025-10-30,OVERDUE
Sandcreek Schweitzer Conoco,D - Low & Slow,Ann Wheelock,3744.0,3744.0,0.0,5,748.8,576.0,315,63.0,2025-04-23,2025-11-25,73,289,54.0,394.35072664359865,33.17854671280277,1.1666666666666667,89.14285714285714,71.0,89.0,2026-02-04,OVERDUE
Town Pump - Anaconda #1 - 0100-1001,D - Low & Slow,Unassigned,3732.0,3732.0,0.0,6,622.0,534.0,314,52.333333333333336,2025-04-08,2025-12-03,65,304,47.8,373.69105263157894,31.441315789473684,1.094839609483961,94.99108280254777,76.0,95.0,2026-02-17,Urgent (< 2 weeks)
The Market At Cripple Creek,D - Low & Slow,Unassigned,3726.0,4104.0,-378.0,4,1026.0,744.0,346,86.5,2025-04-28,2025-11-25,73,284,70.33333333333333,399.36422535211267,37.085352112676055,1.2298578199052133,84.5626204238921,67.0,85.0,2026-01-31,OVERDUE
Broulim’s #23,D - Low & Slow,Unassigned,3684.0,4416.0,-732.0,5,883.2,480.0,371,74.2,2025-06-13,2025-12-18,50,238,47.0,471.1805042016807,47.45058823529412,1.5787234042553193,65.87601078167116,53.0,66.0,2026-02-09,Urgent (< 2 weeks)
Town Pump - Belgrade #4 - 5104-1019,D - Low & Slow,Unassigned,3648.0,3852.0,-204.0,4,963.0,960.0,324,81.0,2025-05-13,2025-11-10,88,269,60.333333333333336,412.8071375464684,36.66379182156134,1.3425414364640884,77.46502057613169,62.0,77.0,2026-01-11,OVERDUE
Parkland Store #80206,D - Low & Slow,Unassigned,3624.0,4272.0,-648.0,4,1068.0,1152.0,360,90.0,2025-05-14,2026-01-21,16,268,84.0,411.62149253731343,40.88955223880597,1.0714285714285714,97.06666666666666,77.0,97.0,2026-04-08,On Track
Town Pump #1140,D - Low & Slow,Unassigned,3624.0,3624.0,0.0,4,906.0,798.0,306,76.5,2025-05-23,2026-01-29,8,259,83.66666666666667,425.92494208494213,35.963861003861005,0.9143426294820717,113.74291938997821,91.0,114.0,2026-04-30,On Track
Coffee Cup Fuel Stop - Vivian,D - Low & Slow,Unassigned,3576.0,4920.0,-1344.0,7,702.8571428571429,768.0,415,59.285714285714285,2025-07-18,2025-12-03,65,203,23.0,536.2238423645321,62.22955665024631,2.577639751552795,40.34698795180723,32.0,40.0,2026-01-04,OVERDUE
Good2Go #712,D - Low & Slow,Unassigned,3576.0,3648.0,-72.0,4,912.0,768.0,308,77.0,2025-05-23,2025-11-11,87,259,57.333333333333336,420.28355212355217,36.19891891891892,1.3430232558139534,77.43722943722943,62.0,77.0,2026-01-12,OVERDUE
Town Pump - Red Lodge #1 - 1720-1350,D - Low & Slow,Unassigned,3576.0,3684.0,-108.0,5,736.8,504.0,309,61.8,2025-04-28,2025-11-10,88,284,49.0,383.28676056338026,33.11957746478873,1.2612244897959184,82.45954692556634,66.0,82.0,2026-01-15,OVERDUE
Grocery Outlet - Gardnerville,D - Low & Slow,Unassigned,3575.2500000000005,4721.6,-1146.35,5,944.32,726.4,398,79.6,2025-05-13,2026-02-04,2,269,66.75,404.57475836431234,45.03762081784387,1.19250936329588,87.21105527638191,70.0,87.0,2026-04-15,On Track
Kalispell #1,D - Low & Slow,Unassigned,3562.0,3562.0,0.0,5,712.4,338.0,299,59.8,2025-07-31,2025-11-14,84,190,26.5,570.6698947368421,47.90294736842105,2.2566037735849056,46.08695652173913,37.0,46.0,2025-12-21,OVERDUE
Griffy's Shell,D - Low & Slow,Jason Black,3552.0,3552.0,0.0,4,888.0,960.0,299,74.75,2025-05-16,2025-11-10,88,266,59.333333333333336,406.476992481203,34.21639097744361,1.2598314606741572,82.55072463768117,66.0,83.0,2026-01-15,OVERDUE
Pinedale Sinclair,D - Low & Slow,Lamar Helm,3552.0,3552.0,0.0,4,888.0,960.0,299,74.75,2025-07-07,2025-11-14,84,214,43.333333333333336,505.24710280373836,42.530654205607476,1.7249999999999999,60.28985507246377,48.0,60.0,2026-01-01,OVERDUE
Grocery Outlet - Ten Mile,D - Low & Slow,Unassigned,3551.35,4449.2,-897.85,6,741.5333333333333,771.8,374,62.333333333333336,2025-05-02,2025-12-30,38,280,48.4,386.08247857142857,40.659142857142854,1.287878787878788,80.75294117647057,64.0,81.0,2026-03-04,Soon (2-4 weeks)
Quick Track #93,D - Low & Slow,Unassigned,3528.0,3528.0,0.0,4,882.0,984.0,297,74.25,2025-08-14,2025-11-24,74,176,34.0,610.1836363636364,51.3675,2.1838235294117645,47.622895622895626,38.0,48.0,2026-01-01,OVERDUE
Arrowhead Travel Plaza,D - Low & Slow,Elijah Benedick,3516.0,3516.0,0.0,4,879.0,798.0,296,74.0,2025-06-11,2025-12-17,51,240,63.0,445.946,37.54266666666667,1.1746031746031746,88.54054054054053,71.0,89.0,2026-02-26,Soon (2-4 weeks)
M&W Howdy's,D - Low & Slow,Unassigned,3513.0,3900.0,-387.0,7,557.1428571428571,480.0,327,46.714285714285715,2025-04-30,2026-01-27,10,282,45.333333333333336,379.2046808510638,35.297446808510635,1.0304621848739495,100.92558613659533,81.0,101.0,2026-04-18,On Track
Holiday Shores,D - Low & Slow,Ann Wheelock,3504.0,3504.0,0.0,5,700.8,480.0,294,58.8,2025-04-23,2025-10-22,107,289,45.5,369.0718339100346,30.96664359861592,1.2923076923076922,80.47619047619048,64.0,80.0,2025-12-25,OVERDUE
Overland Grocery Outlet,D - Low & Slow,Unassigned,3499.6499999999996,4789.7,-1290.05,5,957.9399999999999,544.8,404,80.8,2025-05-05,2026-01-08,29,277,62.0,384.582476534296,44.396245487364624,1.303225806451613,79.8019801980198,64.0,80.0,2026-03-13,Upcoming (1-2 months)
Lee's Marketplace #810,D - Low & Slow,Unassigned,3480.0,3708.0,-228.0,5,741.6,768.0,314,62.8,2025-05-27,2026-01-26,11,255,61.0,415.4164705882353,37.48298039215687,1.0295081967213113,101.0191082802548,81.0,101.0,2026-04-17,On Track
The Mart At Park City Chevron,D - Low & Slow,Andy Coon,3463.5,4596.0,-1132.5,6,766.0,654.0,386,64.33333333333333,2025-04-04,2025-12-01,67,308,48.2,342.30175324675326,38.148831168831165,1.334716459197787,77.91917098445596,62.0,78.0,2026-02-01,OVERDUE
Town Pump - Troy #1 - 1389,D - Low & Slow,Unassigned,3457.5,3984.0,-526.5,7,569.1428571428571,432.0,335,47.857142857142854,2025-04-03,2025-12-03,65,309,40.666666666666664,340.6029126213593,33.00129449838188,1.1768149882903982,88.37412935323383,71.0,88.0,2026-02-12,Urgent (< 2 weeks)
Mitchell's Harvest Foods Priest River,D - Low & Slow,Unassigned,3456.0,3456.0,0.0,6,576.0,480.0,290,48.333333333333336,2025-06-27,2026-01-12,25,224,39.8,469.6457142857143,39.408928571428575,1.2144053601340035,85.63862068965517,68.0,86.0,2026-03-21,Upcoming (1-2 months)
Grocery Outlet - Fullerton,D - Low & Slow,Unassigned,3450.3999999999996,3450.3999999999996,0.0,4,862.5999999999999,499.4,291,72.75,2025-05-09,2025-10-06,123,273,50.0,384.7259194139194,32.44703296703297,1.455,71.47766323024055,57.0,71.0,2025-12-02,OVERDUE
Cedaredge Foodtown,D - Low & Slow,Jason Black,3408.0,3408.0,0.0,6,568.0,480.0,286,47.666666666666664,2025-05-13,2026-01-08,29,269,48.0,385.64877323420075,32.363717472118964,0.9930555555555555,104.72727272727273,84.0,105.0,2026-04-02,Upcoming (1-2 months)
Exxon Jifi Stop Prairie Ave,D - Low & Slow,Ann Wheelock,3396.0,3396.0,0.0,7,485.14285714285717,384.0,286,40.857142857142854,2025-04-08,2025-12-01,67,304,39.5,340.0468421052632,28.637631578947367,1.0343580470162748,100.54545454545456,80.0,101.0,2026-02-19,Urgent (< 2 weeks)
Lee's Marketplace-Heber,D - Low & Slow,Unassigned,3390.0,3516.0,-126.0,4,879.0,798.0,297,74.25,2025-05-19,2025-12-02,66,263,65.66666666666667,392.36349809885934,34.37520912547529,1.130710659898477,91.97755331088665,73.0,92.0,2026-02-13,Urgent (< 2 weeks)
Bo's Barn,D - Low & Slow,Decker Larson,3376.5,3588.0,-211.5,10,358.8,288.0,301,30.1,2025-04-03,2025-12-16,52,309,28.555555555555557,332.6234951456311,29.65190938511327,1.0540856031128405,98.66371354743447,79.0,99.0,2026-03-05,Soon (2-4 weeks)
Farson Merc,D - Low & Slow,Merlin Gleed,3360.0,3360.0,0.0,5,672.0,576.0,283,56.6,2025-06-27,2026-01-06,31,224,48.25,456.6,38.45767857142857,1.1730569948186529,88.65724381625441,71.0,89.0,2026-03-18,Upcoming (1-2 months)
Town Pump - Bozeman #1 - 1080,D - Low & Slow,Unassigned,3348.0,3816.0,-468.0,4,954.0,798.0,322,80.5,2025-05-13,2025-12-01,67,269,67.33333333333333,378.85918215613384,36.43747211895911,1.1955445544554457,86.98964803312629,69.0,87.0,2026-02-08,Urgent (< 2 weeks)
Dan's Ferry Service,D - Low & Slow,Bobbi Marshall,3324.0,3516.0,-192.0,5,703.2,828.0,297,59.4,2025-04-07,2025-12-05,63,305,60.5,331.74609836065576,29.641573770491807,0.9818181818181818,105.92592592592592,85.0,106.0,2026-02-28,Soon (2-4 weeks)
Winegar's Roy Market,D - Low & Slow,Unassigned,3324.0,3744.0,-420.0,5,748.8,864.0,316,63.2,2025-05-30,2026-01-16,21,252,57.75,401.5180952380952,38.17079365079365,1.0943722943722944,95.03164556962025,76.0,95.0,2026-04-02,Upcoming (1-2 months)
Valley Country Store Rexburg,D - Low & Slow,Unassigned,3312.0,3660.0,-348.0,4,915.0,942.0,308,77.0,2025-06-06,2025-12-10,58,245,62.333333333333336,411.49910204081635,38.267428571428574,1.2352941176470589,84.19047619047619,67.0,84.0,2026-02-15,Urgent (< 2 weeks)
Town Pump - Billings #13 - 1057,D - Low & Slow,Unassigned,3268.0,3436.0,-168.0,6,572.6666666666666,516.0,289,48.166666666666664,2025-05-28,2025-12-16,52,254,40.4,391.64535433070864,34.63448818897638,1.1922442244224423,87.23044982698961,70.0,87.0,2026-02-24,Soon (2-4 weeks)
468 Market,D - Low & Slow,Lamar Helm,3264.0,3264.0,0.0,3,1088.0,1440.0,274,91.33333333333333,2025-05-06,2025-11-19,79,276,98.5,359.9860869565217,30.219420289855073,0.9272419627749576,112.16058394160585,90.0,112.0,2026-02-17,Urgent (< 2 weeks)
Grocery Outlet - Dayton,D - Low & Slow,Unassigned,3246.1,3246.1,0.0,5,649.22,703.6999999999999,273,54.6,2025-05-13,2026-01-06,31,269,59.5,367.3281933085502,30.892639405204463,0.9176470588235295,113.33333333333333,90.0,113.0,2026-04-06,Upcoming (1-2 months)
Town Pump - Livingston #2 - 7600-1300,D - Low & Slow,Unassigned,3240.0,3504.0,-264.0,6,584.0,528.0,295,49.166666666666664,2025-05-13,2025-12-16,52,269,43.4,366.6379182156134,33.382156133829,1.1328725038402458,91.80203389830508,73.0,92.0,2026-02-27,Soon (2-4 weeks)
Valley Country Store Gooding,D - Low & Slow,Unassigned,3228.0,3228.0,0.0,5,645.6,672.0,272,54.4,2025-04-16,2025-12-12,56,296,60.0,331.96054054054053,27.971891891891893,0.9066666666666666,114.70588235294119,92.0,115.0,2026-03-14,Upcoming (1-2 months)
Bear Valley RV Campground Resort LLC,D - Low & Slow,Jason Black,3216.0,3216.0,0.0,3,1072.0,960.0,271,90.33333333333333,2025-05-21,2025-12-02,66,261,97.5,375.07678160919545,31.606283524904217,0.9264957264957264,112.2509225092251,90.0,112.0,2026-03-02,Soon (2-4 weeks)
Big A Convenience Store,D - Low & Slow,Unassigned,3204.0,3240.0,-36.0,4,810.0,840.0,273,68.25,2025-06-09,2026-01-09,28,242,71.33333333333333,403.0155371900827,34.33933884297521,0.9567757009345795,108.69841269841268,87.0,109.0,2026-04-06,Upcoming (1-2 months)
Pump & Pak,D - Low & Slow,Unassigned,3192.0,3192.0,0.0,4,798.0,636.0,269,67.25,2025-06-09,2026-01-08,29,242,71.0,401.50611570247935,33.83619834710744,0.9471830985915493,109.79925650557621,88.0,110.0,2026-04-06,Upcoming (1-2 months)
